ID	Ref
GORG_SAMEA6071680_SAGS_AG903E10	GCA_003216615.1
GORG_SAMEA6072009_SAGS_AG904O22	GCA_003216615.1
GORG_SAMEA6072236_SAGS_AG907B11	GCA_003216615.1
GORG_SAMEA6072423_SAGS_AG907P07	GCA_003216615.1
GORG_SAMEA6072855_SAGS_AG910B20	GCA_003216615.1
GORG_SAMEA6072896_SAGS_AG910E10	GCA_003216615.1
GORG_SAMEA6073449_SAGS_AG912P07	GCA_003216615.1
GORG_SAMEA6073495_SAGS_AG913C04	GCA_003216615.1
GORG_SAMEA6073572_SAGS_AG913J11	GCA_003216615.1
GORG_SAMEA6073626_SAGS_AG913N17	GCA_003216615.1
GORG_SAMEA6073732_SAGS_AG914F07	GCA_003216615.1
GORG_SAMEA6073770_SAGS_AG914I23	GCA_003216615.1
GORG_SAMEA6073862_SAGS_AG914P03	GCA_003216615.1
GORG_SAMEA6073963_SAGS_AG915G02	GCA_003216615.1
GORG_SAMEA6074009_SAGS_AG915K06	GCA_003216615.1
GORG_SAMEA6074061_SAGS_AG915O02	GCA_003216615.1
GORG_SAMEA6074114_SAGS_AG916B16	GCA_003216615.1
GORG_SAMEA6074115_SAGS_AG916B17	GCA_003216615.1
GORG_SAMEA6074323_SAGS_AG917B09	GCA_003216615.1
GORG_SAMEA6074366_SAGS_AG917E11	GCA_003216615.1
GORG_SAMEA6074575_SAGS_AG918F13	GCA_003216615.1
GORG_SAMEA6074791_SAGS_AG919J11	GCA_003216615.1
GORG_SAMEA6074980_SAGS_AG920J16	GCA_003216615.1
GORG_SAMEA6075017_SAGS_AG920M14	GCA_003216615.1
GORG_SAMEA6075055_SAGS_AG920P16	GCA_003216615.1
GORG_SAMEA6075145_SAGS_AG349C13	GCA_003216615.1
GORG_SAMEA6075216_SAGS_AG349G23	GCA_003216615.1
GORG_SAMEA6075284_SAGS_AG349M02	GCA_003216615.1
GORG_SAMEA6075307_SAGS_AG349N10	GCA_003216615.1
GORG_SAMEA6075412_SAGS_AG404D14	GCA_003216615.1
GORG_SAMEA6076212_SAGS_AG422C15	GCA_003216615.1
GORG_SAMEA6076228_SAGS_AG422D16	GCA_003216615.1
GORG_SAMEA6076281_SAGS_AG422G21	GCA_003216615.1
GORG_SAMEA6076298_SAGS_AG422I21	GCA_003216615.1
GORG_SAMEA6076323_SAGS_AG422K10	GCA_003216615.1
GORG_SAMEA6076325_SAGS_AG422K13	GCA_003216615.1
GORG_SAMEA6079088_SAGS_AG461P02	GCA_003216615.1
GORG_SAMEA6079566_SAGS_AG426D16	GCA_003216615.1
GORG_SAMEA6080155_SAGS_AG435M14	GCA_003216615.1
GORG_SAMEA6080223_SAGS_AG439B17	GCA_003216615.1
MARD_SAMEA3368573_SAGS_MMP3368573	GCA_003216615.1
MARD_SAMEA3368574_SAGS_MMP3368574	GCA_003216615.1
MARD_SAMEA3368577_SAGS_MMP3368577	GCA_003216615.1
MARD_SAMN02671334_SAGS_MMP02671334	GCA_003216615.1
MARD_SAMN02671337_SAGS_MMP02671337	GCA_003216615.1
MARD_SAMN02671339_SAGS_MMP02671339	GCA_003216615.1
MARD_SAMN02671341_SAGS_MMP02671341	GCA_003216615.1
MARD_SAMN02671343_SAGS_MMP02671343	GCA_003216615.1
MARD_SAMN02671358_SAGS_MMP02671358	GCA_003216615.1
MARD_SAMN02671359_SAGS_MMP02671359	GCA_003216615.1
MARD_SAMN02671361_SAGS_MMP02671361	GCA_003216615.1
MARD_SAMN02671364_SAGS_MMP02671364	GCA_003216615.1
MARD_SAMN02671368_SAGS_MMP02671368	GCA_003216615.1
MARD_SAMN02671371_SAGS_MMP02671371	GCA_003216615.1
MARD_SAMN02671376_SAGS_MMP02671376	GCA_003216615.1
MARD_SAMN02671392_SAGS_MMP02671392	GCA_003216615.1
MARD_SAMN08886134_SAGS_MMP08886134	GCA_003216615.1
MARD_SAMN08886135_SAGS_MMP08886135	GCA_003216615.1
MARD_SAMN08886136_SAGS_MMP08886136	GCA_003216615.1
MARD_SAMN08886137_SAGS_MMP08886137	GCA_003216615.1
MARD_SAMN08886138_SAGS_MMP08886138	GCA_003216615.1
MARD_SAMN08886139_SAGS_MMP08886139	GCA_003216615.1
MARD_SAMN08886140_SAGS_MMP08886140	GCA_003216615.1
MARD_SAMN08886141_SAGS_MMP08886141	GCA_003216615.1
MARD_SAMN08886142_SAGS_MMP08886142	GCA_003216615.1
MARD_SAMN08886143_SAGS_MMP08886143	GCA_003216615.1
MARD_SAMN08886144_SAGS_MMP08886144	GCA_003216615.1
MARD_SAMN08886148_SAGS_MMP08886148	GCA_003216615.1
MARD_SAMN08886149_SAGS_MMP08886149	GCA_003216615.1
MARD_SAMN08886150_SAGS_MMP08886150	GCA_003216615.1
MARD_SAMN08886151_SAGS_MMP08886151	GCA_003216615.1
MARD_SAMN08886152_SAGS_MMP08886152	GCA_003216615.1
MARD_SAMN08886154_SAGS_MMP08886154	GCA_003216615.1
MARD_SAMN08886155_SAGS_MMP08886155	GCA_003216615.1
MARD_SAMN08886156_SAGS_MMP08886156	GCA_003216615.1
MARD_SAMN08886157_SAGS_MMP08886157	GCA_003216615.1
MARD_SAMN08886158_SAGS_MMP08886158	GCA_003216615.1
MARD_SAMN08886159_SAGS_MMP08886159	GCA_003216615.1
MARD_SAMN08886160_SAGS_MMP08886160	GCA_003216615.1
MARD_SAMN08886161_SAGS_MMP08886161	GCA_003216615.1
MARD_SAMN08886162_SAGS_MMP08886162	GCA_003216615.1
MARD_SAMN08886166_SAGS_MMP08886166	GCA_003216615.1
MARD_SAMN08886168_SAGS_MMP08886168	GCA_003216615.1
MARD_SAMN08886169_SAGS_MMP08886169	GCA_003216615.1
MARD_SAMN08886170_SAGS_MMP08886170	GCA_003216615.1
MARD_SAMN08886171_SAGS_MMP08886171	GCA_003216615.1
MARD_SAMN08886172_SAGS_MMP08886172	GCA_003216615.1
MARD_SAMN08886173_SAGS_MMP08886173	GCA_003216615.1
MARD_SAMN08886174_SAGS_MMP08886174	GCA_003216615.1
MARD_SAMN08886175_SAGS_MMP08886175	GCA_003216615.1
MARD_SAMN08886176_SAGS_MMP08886176	GCA_003216615.1
MARD_SAMN08886178_SAGS_MMP08886178	GCA_003216615.1
MARD_SAMN08886187_SAGS_MMP08886187	GCA_003216615.1
MARD_SAMN08886189_SAGS_MMP08886189	GCA_003216615.1
MARD_SAMN08886190_SAGS_MMP08886190	GCA_003216615.1
MARD_SAMN08886192_SAGS_MMP08886192	GCA_003216615.1
MARD_SAMN08886195_SAGS_MMP08886195	GCA_003216615.1
MARD_SAMN08886198_SAGS_MMP08886198	GCA_003216615.1
MARD_SAMN08886199_SAGS_MMP08886199	GCA_003216615.1
MARD_SAMN08886202_SAGS_MMP08886202	GCA_003216615.1
MARD_SAMN08886203_SAGS_MMP08886203	GCA_003216615.1
MARD_SAMN08886205_SAGS_MMP08886205	GCA_003216615.1
MARD_SAMN08886210_SAGS_MMP08886210	GCA_003216615.1
MARD_SAMN08886211_SAGS_MMP08886211	GCA_003216615.1
MARD_SAMN08886212_SAGS_MMP08886212	GCA_003216615.1
MARD_SAMN08886213_SAGS_MMP08886213	GCA_003216615.1
MARD_SAMN08886215_SAGS_MMP08886215	GCA_003216615.1
MARD_SAMN08886217_SAGS_MMP08886217	GCA_003216615.1
MARD_SAMN08886220_SAGS_MMP08886220	GCA_003216615.1
MARD_SAMN08886221_SAGS_MMP08886221	GCA_003216615.1
MARD_SAMN08886223_SAGS_MMP08886223	GCA_003216615.1
MARD_SAMN08886224_SAGS_MMP08886224	GCA_003216615.1
MARD_SAMN08886269_SAGS_MMP08886269	GCA_003216615.1
MARD_SAMN08886274_SAGS_MMP08886274	GCA_003216615.1
MARD_SAMN08886291_SAGS_MMP08886291	GCA_003216615.1
MARD_SAMN08886299_SAGS_MMP08886299	GCA_003216615.1
MARD_SAMN08886301_SAGS_MMP08886301	GCA_003216615.1
MARD_SAMN08886312_SAGS_MMP08886312	GCA_003216615.1
MARD_SAMN08886318_SAGS_MMP08886318	GCA_003216615.1
MARD_SAMN08886319_SAGS_MMP08886319	GCA_003216615.1
MARD_SAMN08886320_SAGS_MMP08886320	GCA_003216615.1
MARD_SAMN08886325_SAGS_MMP08886325	GCA_003216615.1
MARD_SAMN08886326_SAGS_MMP08886326	GCA_003216615.1
MARD_SAMN08886329_SAGS_MMP08886329	GCA_003216615.1
MARD_SAMN08886334_SAGS_MMP08886334	GCA_003216615.1
MARD_SAMN08886335_SAGS_MMP08886335	GCA_003216615.1
MARD_SAMN08886387_SAGS_MMP08886387	GCA_003216615.1
MARD_SAMN08886393_SAGS_MMP08886393	GCA_003216615.1
MARD_SAMN08886409_SAGS_MMP08886409	GCA_003216615.1
MARD_SAMN08886414_SAGS_MMP08886414	GCA_003216615.1
MARD_SAMN08886416_SAGS_MMP08886416	GCA_003216615.1
MARD_SAMN08886418_SAGS_MMP08886418	GCA_003216615.1
MARD_SAMN08886423_SAGS_MMP08886423	GCA_003216615.1
MARD_SAMN08886424_SAGS_MMP08886424	GCA_003216615.1
MARD_SAMN08886425_SAGS_MMP08886425	GCA_003216615.1
MARD_SAMN08886426_SAGS_MMP08886426	GCA_003216615.1
MARD_SAMN08886442_SAGS_MMP08886442	GCA_003216615.1
MARD_SAMN08886443_SAGS_MMP08886443	GCA_003216615.1
MARD_SAMN08886446_SAGS_MMP08886446	GCA_003216615.1
MARD_SAMN08886450_SAGS_MMP08886450	GCA_003216615.1
MARD_SAMN08886451_SAGS_MMP08886451	GCA_003216615.1
MARD_SAMN08886492_SAGS_MMP08886492	GCA_003216615.1
MARD_SAMN08886498_SAGS_MMP08886498	GCA_003216615.1
MARD_SAMN08886513_SAGS_MMP08886513	GCA_003216615.1
MARD_SAMN08886516_SAGS_MMP08886516	GCA_003216615.1
MARD_SAMN08886550_SAGS_MMP08886550	GCA_003216615.1
GORG_SAMEA6068189_SAGS_AH321C14	GCA_902626525.1
MARD_SAMN08886322_SAGS_MMP08886322	GCA_003216725.1
MARD_SAMN08886407_SAGS_MMP08886407	GCA_003214355.1
GORG_SAMEA6067726_SAGS_AH287C20	GCA_902624085.1
GORG_SAMEA6067894_SAGS_AH287N11	GCA_902624085.1
GORG_SAMEA6068175_SAGS_AH321B19	GCA_902624085.1
GORG_SAMEA6068193_SAGS_AH321C19	GCA_902624085.1
GORG_SAMEA6068292_SAGS_AH321K03	GCA_902624085.1
GORG_SAMEA6067747_SAGS_AH287E04	GCA_902624785.1
TARA_SAMN05326647_METAG_ION00012	GCA_003214355.1
MARD_SAMN08886317_SAGS_MMP08886317	GCA_003216815.1
MARD_SAMN08886328_SAGS_MMP08886328	GCA_003216575.1
MARD_SAMN08886292_SAGS_MMP08886292	GCA_003209755.1
MARD_SAMN08886309_SAGS_MMP08886309	GCA_003209755.1
MARD_SAMN08886310_SAGS_MMP08886310	GCA_003209755.1
MARD_SAMN08886327_SAGS_MMP08886327	GCA_003209755.1
MARD_SAMN08886343_SAGS_MMP08886343	GCA_003209755.1
MARD_SAMN08886496_SAGS_MMP08886496	GCA_003209755.1
3300020343_9	GCA_003216375.1
BGEO_SAMN07136720_METAG_JHHIBEML	GCA_003216375.1
BGEO_SAMN07136838_METAG_CAFFFCBB	GCA_003216375.1
MARD_SAMN08885950_SAGS_MMP08885950	GCA_003216375.1
MARD_SAMN08886278_SAGS_MMP08886278	GCA_003216375.1
MARD_SAMN08886294_SAGS_MMP08886294	GCA_003216375.1
MARD_SAMN08886295_SAGS_MMP08886295	GCA_003216375.1
MARD_SAMN08886303_SAGS_MMP08886303	GCA_003216375.1
MARD_SAMN08886308_SAGS_MMP08886308	GCA_003216375.1
MARD_SAMN08886324_SAGS_MMP08886324	GCA_003216375.1
MARD_SAMN08886330_SAGS_MMP08886330	GCA_003216375.1
MARD_SAMN08886336_SAGS_MMP08886336	GCA_003216375.1
MARD_SAMN08886390_SAGS_MMP08886390	GCA_003216375.1
MARD_SAMN08886396_SAGS_MMP08886396	GCA_003216375.1
MARD_SAMN08886637_SAGS_MMP08886637	GCA_003216375.1
MARD_SAMN08886297_SAGS_MMP08886297	GCA_003279615.1
MARD_SAMN08886338_SAGS_MMP08886338	GCA_003216295.1
MARD_SAMN08886339_SAGS_MMP08886339	GCA_003216275.1
MARD_SAMN08886255_SAGS_MMP08886255	GCA_003280135.1
MARD_SAMN08886306_SAGS_MMP08886306	GCA_003217035.1
GORG_SAMEA6070066_SAGS_AG894A18	GCA_002716345.1
GORG_SAMEA6071493_SAGS_AG901D23	GCA_002716345.1
GORG_SAMEA6073565_SAGS_AG913I23	GCA_002716345.1
GORG_SAMEA6074816_SAGS_AG919L18	GCA_002716345.1
TARA_SAMEA2619531_METAG_HKPOGKEI	GCA_002716345.1
TARA_SAMEA2621839_METAG_MKAHMAJH	GCA_002716345.1
TARA_SAMEA2622173_METAG_COEJMPHN	GCA_002711125.1
TARA_SAMEA2622716_METAG_JAAIOKDA	GCA_002711125.1
TARA_SAMEA2623463_METAG_PJOHBPOB	GCA_002711125.1
TARA_SAMEA2623488_METAG_ONPNIFAP	GCA_002711125.1
GORG_SAMEA6068306_SAGS_AH321K21	GCA_902627575.1
TARA_SAMEA2623059_METAG_EJJJHNLO	GCA_902627575.1
TARA_SAMEA2623488_METAG_GBLOPEKM	GCA_002693745.1
TARA_SAMN05326641_METAG_ANW00023	GCA_002693745.1
BGEO_SAMN07136937_METAG_MIGOLGJM	GCA_002730985.1
TARA_SAMEA2623627_METAG_HEMMNHBA	GCA_002705205.1
GORG_SAMEA6076362_SAGS_AG422M21	GCA_002724895.1
TARA_SAMEA2622843_METAG_LGFBIMFD	GCA_002724895.1
TARA_SAMEA2623275_METAG_OPNFCMMM	GCA_002724895.1
TARA_SAMEA2622843_METAG_HMLKNLLC	GCA_002715565.1
TARA_SAMEA2619782_METAG_HIMFJKHE	GCA_002170165.1
TARA_SAMN05326650_METAG_MED00018	GCA_002170165.1
TARA_SAMEA2620970_METAG_HDHFOBNH	GCA_002710495.1
TARA_SAMEA2620980_METAG_DNPBFBJC	GCA_002710495.1
TARA_SAMEA4397516_METAG_HGNBAOFA	GCA_902514225.1
TARA_SAMEA4398150_METAG_GEKNJCAP	GCA_902514225.1
TARA_SAMEA4398296_METAG_CNOHPKIF	GCA_902514225.1
TARA_SAMEA2622710_METAG_JLIMCGGF	GCA_002696275.1
TARA_SAMEA2623734_METAG_PJGEFNLF	GCA_002697625.1
TARA_SAMEA2623275_METAG_FLGPPBMM	GCA_002696275.1
MARD_SAMN08965200_SAGS_MMP08965200	GCA_003265885.1
TARA_SAMEA4397118_METAG_CEPMJKLI	GCA_002695025.1
TARA_SAMEA4397295_METAG_PDFOFGBN	GCA_002695025.1
TARA_SAMEA4397409_METAG_MDGGIKEE	GCA_002695025.1
TARA_SAMEA4397445_METAG_FDNJHADI	GCA_002695025.1
3300027828_13	GCA_013139395.1
TARA_SAMEA4397730_METAG_CHDEMPHB	GCA_014239655.1
TARA_SAMEA4398219_METAG_MOEGACHC	GCA_014239655.1
TARA_SAMEA2622710_METAG_CBMLOAIP	GCA_902520385.1
TARA_SAMEA2622843_METAG_HDGILNGE	GCA_902520385.1
TARA_SAMEA2622452_METAG_POBKLOBA	GCA_002863085.1
GORG_SAMEA6067805_SAGS_AH287I14	GCA_002715885.1
TARA_SAMEA2622765_METAG_NLDKDDJD	GCA_002715885.1
TARA_SAMEA2622843_METAG_NOJBIECC	GCA_002715885.1
TARA_SAMEA2622173_METAG_BCCPAAIJ	GCA_002719095.1
TARA_SAMEA2620890_METAG_HEJJGCKC	GCA_902579065.1
TARA_SAMEA4397426_METAG_CIJOHEIH	GCA_003484585.1
TARA_SAMEA4397649_METAG_PDICHJON	GCA_003484585.1
TARA_SAMEA4397705_METAG_ODDHKJJE	GCA_003484585.1
TARA_SAMEA4397930_METAG_CPLIFPEC	GCA_003484585.1
TARA_SAMEA4397390_METAG_MMFEPNIK	GCA_003485825.1
TARA_SAMEA4397903_METAG_ICEMOHEL	GCA_003485825.1
3300025608_21	GCA_003485825.1
3300025617_19	GCA_003485825.1
3300025684_19	GCA_003485825.1
3300025879_13	GCA_003485825.1
TARA_SAMEA4398009_METAG_OBIPICFJ	GCA_003485825.1
TARA_SAMEA2620980_METAG_OLBJCDLG	GCA_002471345.1
3300024433_41	GCA_003545155.1
TARA_SAMEA4397489_METAG_NNDDOPIC	GCA_003712055.1
3300020386_6	GCA_002480645.1
TARA_SAMN05326645_METAG_PSE00001	GCA_002480645.1
3300020455_17	GCA_002480645.1
TARA_SAMEA2622452_METAG_JGGCHJMC	GCA_002480645.1
TARA_SAMEA2622764_METAG_COJGOHCA	GCA_002480645.1
TARA_SAMEA2622842_METAG_ALIHAAFN	GCA_002480645.1
TARA_SAMEA4396941_METAG_GCBJDNGC	GCA_006969905.1
TARA_SAMEA4396988_METAG_DHGPLGEI	GCA_006969905.1
TARA_SAMEA4397295_METAG_JMJMPGEN	GCA_006969905.1
TARA_SAMEA2620967_METAG_GMIJNKGA	GCA_002694685.1
TARA_SAMEA2621033_METAG_LJLCEHMF	GCA_002694685.1
TARA_SAMEA2621300_METAG_GGKHKFLB	GCA_002359315.1
3300020382_12	GCA_002339135.1
TARA_SAMN05326649_METAG_SOC00003	GCA_002339135.1
TARA_SAMEA4397278_METAG_OFKBPLAF	GCA_002292405.1
TARA_SAMEA4397611_METAG_FDICDOGD	GCA_002292405.1
TARA_SAMEA4397903_METAG_BMLFBCHI	GCA_002292405.1
TARA_SAMEA4397983_METAG_NHFCNOHN	GCA_002292405.1
TARA_SAMEA2622710_METAG_KOHPLGIJ	GCA_002717605.1
TARA_SAMEA2622843_METAG_HMEDCFBH	GCA_002717605.1
TARA_SAMEA2622843_METAG_DAKDFHIO	GCA_002722795.1
3300001679_15	GCA_012963975.1
3300001681_14	GCA_012963975.1
TARA_SAMEA2623886_METAG_CNIBGFNF	GCA_002700285.1
3300025680_6	GCF_000226565.1
TARA_SAMEA4397445_METAG_CEKAOEIO	GCF_000226565.1
MARD_SAMN02440876_REFG_MMP02440876	GCF_000428905.1
3300025654_18	GCA_002470515.1
3300025816_5	GCA_002470515.1
TARA_SAMEA2620970_METAG_BAMIOPMG	GCA_002685195.1
3300024259_11	GCA_014382605.1
3300010368_5	GCA_002712005.1
MARD_SAMN05421793_REFG_MMP05421793	GCF_003730015.1
TARA_SAMEA4397118_METAG_GCAJHDBO	GCA_002734065.1
TARA_SAMEA4397472_METAG_EOAOJNBC	GCA_002389415.1
TARA_SAMEA4397756_METAG_JBMCIKMP	GCA_002389415.1
TARA_SAMEA4397196_METAG_BMMPCMEC	GCA_013138735.1
TARA_SAMEA4396988_METAG_BLBNHPMH	GCF_000621625.1
3300020398_3	GCF_003687485.1
3300020443_6	GCF_003687485.1
TARA_SAMEA2623756_METAG_EPAOJDBK	GCF_003687485.1
TARA_SAMEA4397295_METAG_KIDAEHBJ	GCF_000236705.1
TARA_SAMEA4397586_METAG_ILCHCBMA	GCF_000236705.1
3300025218_7	GCA_002364085.1
MALA_SAMN05422122_METAG_OPLKKAGL	GCA_002364085.1
TARA_SAMEA2620824_METAG_IGMPJJKD	GCA_002364085.1
TARA_SAMEA2621085_METAG_KMHAMOPH	GCA_002364085.1
TARA_SAMEA2622725_METAG_HEDDHJAP	GCA_002364085.1
TARA_SAMEA2623385_METAG_OPDGICHD	GCA_002364085.1
3300025083_1	GCF_001650905.1
3300025085_1	GCF_001650905.1
3300025099_4	GCF_001650905.1
3300025101_3	GCF_001650905.1
3300025109_6	GCF_001650905.1
3300025133_7	GCF_001650905.1
MARD_SAMN04957308_REFG_MMP04957308	GCF_001650905.1
TARA_SAMEA4398360_METAG_CBLJDGJE	GCF_001650905.1
3300010153_10	GCF_000375465.1
3300024062_7	GCA_001303695.1
3300027555_11	GCA_001795035.1
3300025632_6	GCA_002470835.1
3300025821_11	GCA_002470835.1
3300025892_23	GCA_002470835.1
TARA_SAMEA4397390_METAG_KJBHKKGC	GCA_002470835.1
TARA_SAMEA4398009_METAG_DOCAIFNI	GCA_002470835.1
TARA_SAMEA4397472_METAG_LCMGNMHK	GCA_013204595.1
3300012928_3	GCA_003696835.1
3300012954_10	GCA_003696835.1
3300017533_19	GCA_011043895.1
3300026086_7	GCA_002477565.1
TARA_SAMEA4398094_METAG_IIDAKCEO	GCA_002477565.1
MARD_SAMN02470761_REFG_MMP02470761	GCF_000281085.1
TARA_SAMEA2621232_METAG_FIFLKHND	GCA_002321895.1
TARA_SAMEA2622837_METAG_PAODPMMI	GCA_002346625.1
Genome_164	GCF_007995015.1
3300022227_54	GCA_002328295.1
3300006083_6	GCF_000186245.1
3300006612_3	GCF_000186245.1
3300000470_3	GCA_003246895.1
3300010055_4	GCF_004022485.1
3300025065_9	GCF_004022485.1
3300025062_6	GCF_004022485.1
MARD_SAMN04489723_REFG_MMP04489723	GCF_900112005.1
TARA_SAMEA4397118_METAG_DICAGIIG	GCF_900112005.1
TARA_SAMEA4397586_METAG_MJKFHMCN	GCF_900112005.1
MARD_SAMN04489724_REFG_MMP04489724	GCF_900116615.1
TARA_SAMEA2621423_METAG_CNBMDABJ	GCA_002685115.1
TARA_SAMEA4397798_METAG_NOHKCKOH	GCA_002685115.1
TARA_SAMEA4397516_METAG_FPEECNPB	GCA_002453265.1
TARA_SAMEA4397903_METAG_EIOLILBJ	GCA_002453265.1
TARA_SAMEA4398009_METAG_KCOEEOMD	GCA_002453265.1
TARA_SAMEA4398067_METAG_GOAIPBPJ	GCA_002453265.1
TARA_SAMEA2621487_METAG_CJOGDKLL	GCA_002453265.1
3300020448_4	GCA_002471275.1
TARA_SAMEA2622518_METAG_IILKAOPP	GCA_002471275.1
TARA_SAMEA2591122_METAG_HLJDBPKL	GCA_002457675.1
TARA_SAMEA2619531_METAG_JLLPIFLH	GCA_002457675.1
BGEO_SAMN07136523_METAG_OCPOPADH	GCA_002457675.1
TARA_SAMN05326645_METAG_PSE00009	GCA_002501205.1
TARA_SAMEA2622801_METAG_CCCIEGHH	GCA_002501205.1
Genome_171	GCF_900115305.1
MARD_SAMN04488519_REFG_MMP04488519	GCF_900115305.1
TARA_SAMEA2620078_METAG_MHKCFFFK	GCF_900115305.1
TARA_SAMEA2620668_METAG_AACKOALD	GCF_900115305.1
MARD_SAMN04488108_REFG_MMP04488108	GCF_900148515.1
MARD_SAMN06265217_REFG_MMP06265217	GCF_900111145.1
TARA_SAMEA2620413_METAG_KIKEPFNH	GCA_014653175.1
TARA_SAMN05326645_METAG_PSE00018	GCA_014653175.1
3300020243_13	GCA_902591045.1
3300027742_35	GCA_002366725.1
TARA_SAMEA4397157_METAG_PIHBEONH	GCF_001735745.1
TARA_SAMEA4397196_METAG_LDOCDFIK	GCF_001735745.1
3300025699_37	GCF_001735745.1
TARA_SAMEA2621423_METAG_EAHOINKP	GCF_001735745.1
TARA_SAMEA2622765_METAG_HMPDLOBI	GCA_002717515.1
TARA_SAMEA2622766_METAG_CBIMLOEF	GCA_002717515.1
TARA_SAMEA2622765_METAG_NFCKBNNJ	GCA_002720635.1
TARA_SAMEA2623886_METAG_AMIEIFLM	GCA_002720635.1
3300027828_28	GCA_002708315.1
3300025422_9	GCA_002708315.1
3300025431_8	GCA_002708315.1
3300025456_11	GCA_002708315.1
3300025458_14	GCA_002708315.1
3300025468_8	GCA_002708315.1
3300025478_15	GCA_002708315.1
3300025488_11	GCA_002708315.1
3300025622_10	GCA_002708315.1
3300025643_16	GCA_002708315.1
3300025644_18	GCA_002708315.1
3300025659_19	GCA_002708315.1
3300025681_13	GCA_002708315.1
3300010316_7	GCA_009921445.1
3300026202_6	GCA_002686705.1
TARA_SAMEA2620097_METAG_NCIIEPOG	GCA_002686705.1
3300027828_20	GCA_002428985.1
TARA_SAMN05326646_METAG_PSW00067	GCA_008933805.1
3300025280_2	GCA_002711825.1
TARA_SAMEA2619815_METAG_FDHJOLJE	GCA_002711825.1
MARD_SAMN09939643_REFG_MMP09939643	GCF_003581615.1
TARA_SAMEA4397536_METAG_LCONMONN	GCF_003581615.1
TARA_SAMEA2622765_METAG_ELDONANN	GCA_002699205.1
MARD_SAMN05216293_REFG_MMP05216293	GCF_003584105.1
MARD_SAMN09939640_REFG_MMP09939640	GCF_003584135.1
MARD_SAMN09939641_REFG_MMP09939641	GCF_003584135.1
TARA_SAMEA2622765_METAG_OGNPIJOJ	GCF_000963865.1
3300021378_8	GCA_003045895.1
3300025887_3	GCA_013002475.1
TARA_SAMEA2622823_METAG_OKEDOLHM	GCA_002455955.1
TARA_SAMEA2622837_METAG_MJFDLFFO	GCA_002455955.1
3300020367_2	GCA_002713215.1
3300027607_31	GCF_003626755.1
3300025809_34	GCA_002389645.1
3300025880_37	GCA_002389645.1
3300025886_23	GCA_002389645.1
3300025874_24	GCA_002390775.1
3300025876_24	GCA_002390775.1
TARA_SAMEA4397472_METAG_DICMEHDC	GCA_002384685.1
TARA_SAMEA4397930_METAG_NFNHCHJF	GCA_002384685.1
3300025894_62	GCF_000168995.1
TARA_SAMEA4397842_METAG_JKGJCJLE	GCF_000168995.1
TARA_SAMEA4397930_METAG_MDNOGOJJ	GCF_000168995.1
TARA_SAMEA2619952_METAG_NJJBGEID	GCA_902558495.1
3300011118_29	GCA_013202185.1
3300000151_27	GCA_000205985.2
3300000171_13	GCA_000205985.2
3300025668_41	GCA_000205985.2
3300025719_44	GCA_000205985.2
3300020052_42	GCF_001293165.1
3300025685_10	GCA_002336485.1
3300025690_6	GCA_002336485.1
3300025809_21	GCA_002336485.1
3300025830_11	GCA_002336485.1
3300025876_17	GCA_002336485.1
3300025886_28	GCA_002336485.1
3300025897_17	GCA_002336485.1
TARA_SAMEA4397157_METAG_MELLBGEK	GCA_002336485.1
3300020278_7	GCA_002295925.1
3300020280_4	GCA_002295925.1
3300020339_8	GCA_002295925.1
3300020342_9	GCA_002295925.1
3300020346_6	GCA_002295925.1
TARA_SAMEA2622766_METAG_CCDAFOBI	GCA_002295925.1
TARA_SAMEA2622817_METAG_NKKBFGCO	GCA_002295925.1
TARA_SAMEA2622841_METAG_BJPLAEIC	GCA_002295925.1
TARA_SAMEA2622843_METAG_CPBBDIHN	GCA_002295925.1
3300025608_11	GCF_900116425.1
TARA_SAMEA2622478_METAG_BPPIGFJK	GCA_002722215.1
TARA_SAMEA2622545_METAG_OBMKOGFA	GCA_002722215.1
TARA_SAMN05326645_METAG_PSE00033	GCA_002722215.1
TARA_SAMEA2591098_METAG_MCOINHPN	GCA_002167745.1
TARA_SAMEA2619782_METAG_JMJLDAKP	GCA_002167745.1
3300025660_9	GCA_014382695.1
TARA_SAMEA4397930_METAG_CEFOOFDK	GCA_002390205.1
TARA_SAMEA4398247_METAG_IBEOCAJF	GCA_002685275.1
TARA_SAMEA2622695_METAG_OHCJFLLO	GCA_002171615.1
TARA_SAMN05326650_METAG_MED00002	GCA_002171615.1
TARA_SAMEA4398094_METAG_OJMOCGOF	GCA_002453255.1
TARA_SAMN05326649_METAG_SOC00004	GCA_002453255.1
3300025894_27	GCA_002707155.1
TARA_SAMEA2621176_METAG_DCJMIKAH	GCA_002331485.1
3300022470_16	GCA_011334845.1
3300020182_25	GCA_002335865.1
3300025809_22	GCA_002335865.1
3300025876_21	GCA_002335865.1
BGEO_SAMN07136680_METAG_BDKAJFIA	GCA_002335865.1
BGEO_SAMN07136681_METAG_DEHOPPMA	GCA_002335865.1
Genome_162	GCA_002335865.1
TARA_SAMEA2620980_METAG_JMCLKDMH	GCA_002335865.1
TARA_SAMEA4397157_METAG_BIHGPMNO	GCA_002335865.1
TARA_SAMEA4397196_METAG_DPMGKJHI	GCA_002335865.1
TARA_SAMEA4398094_METAG_MKJMMPAL	GCA_002335865.1
TARA_SAMEA4398176_METAG_LIGBHBCI	GCA_002335865.1
