ID	siderophore	cyanobactin	PpyS-KS	TfuA-related	furan	terpene	RaS-RiPP	lassopeptide	head_to_tail	hserlactone	PUFA	T1PKS	phosphoglycolipid	T3PKS	ectoine	transAT-PKS	hglE-KS	LAP	phenazine	NRPS	bottromycin	PKS-like	PBDE	T2PKS	linaridin	sactipeptide	acyl_amino_acids	tropodithietic-acid	nucleoside	NAGGN	butyrolactone	microviridin	betalactone	amglyccycl	proteusin	resorcinol	oligosaccharide	indole	other	ladderane	thiopeptide	CDPS	lanthipeptide	bacteriocin	arylpolyene	transAT-PKS-like	NRPS-like	phosphonate	GCF.fit_predict.clusterID	GCC.fit_predict.clusterID	Genome_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	Freeliving	PhylumT
Marine_OTU_2473	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622822_METAG_FPADFJNA	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Pelagibacterales	Marine:f__Pelagibacteraceae	Marine:g__Pelagibacter	Marine:s__Pelagibacter_sp902618855	Marine_OTU_2473	Marine	Marine:p__Proteobacteria
Marine_OTU_2474	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_233	GC_0	TARA_SAMEA2622696_METAG_PEFMAPPM	Marine:d__Bacteria	Marine:p__Cyanobacteria	Marine:c__Cyanobacteriia	Marine:o__PCC-6307	Marine:f__Cyanobiaceae	Marine:g__	Marine:s__	Marine_OTU_2474	Marine	Marine:p__Cyanobacteria
Marine_OTU_2475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_7	GC_6	TARA_SAMEA2622801_METAG_AHOIAMPO	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Arenicellales	Marine:f__UBA868	Marine:g__GCA-2721105	Marine:s__	Marine_OTU_2475	Marine	Marine:p__Proteobacteria
Marine_OTU_2476	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622801_METAG_LEMAIJLG	Marine:d__Bacteria	Marine:p__Verrucomicrobiota	Marine:c__Verrucomicrobiae	Marine:o__Pedosphaerales	Marine:f__UBA1096	Marine:g__UBA1096	Marine:s__UBA1096_sp002721375	Marine_OTU_2476	Marine	Marine:p__Verrucomicrobiota
Marine_OTU_2477	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_61	GC_0	TARA_SAMEA2622823_METAG_CFMOJEHO	Marine:d__Bacteria	Marine:p__Latescibacterota	Marine:c__UBA2968	Marine:o__UBA2968	Marine:f__UBA2968	Marine:g__UBA6620	Marine:s__UBA6620_sp002433075	Marine_OTU_2477	Marine	Marine:Others
Marine_OTU_2478	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622764_METAG_COENPPAG	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__GCA-002705445	Marine:f__GCA-002716945	Marine:g__CACLCV01	Marine:s__	Marine_OTU_2478	Marine	Marine:p__Proteobacteria
Marine_OTU_2479	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622843_METAG_HAPJAMBJ	Marine:d__Bacteria	Marine:p__Planctomycetota	Marine:c__Phycisphaerae	Marine:o__Phycisphaerales	Marine:f__SM1A02	Marine:g__UBA1668	Marine:s__UBA1668_sp002717655	Marine_OTU_2479	Marine	Marine:p__Planctomycetota
Marine_OTU_2480	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	1.8	0.0	GC_69	GC_0	TARA_SAMEA2623390_METAG_GGBAEGIL	Marine:d__Bacteria	Marine:p__Acidobacteriota	Marine:c__Vicinamibacteria	Marine:o__Vicinamibacterales	Marine:f__UBA8438	Marine:g__UBA8438	Marine:s__UBA8438_sp002726085	Marine_OTU_2480	Marine	Marine:Others
Marine_OTU_2481	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	GC_198	GC_0	TARA_SAMEA4396515_METAG_ADNJBJOC	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Flavobacteriaceae	Marine:g__Dokdonia	Marine:s__	Marine_OTU_2481	Marine	Marine:p__Bacteroidota
Marine_OTU_2482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	GC_69	GC_0	TARA_SAMEA4397948_METAG_IDEJAKLE	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Pseudohongiellaceae	Marine:g__UBA5109	Marine:s__	Marine_OTU_2482	Marine	Marine:p__Proteobacteria
Marine_OTU_2484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	GC_77	GC_2	TARA_SAMEA4397174_METAG_IGHPIAMD	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Pseudohongiellaceae	Marine:g__Pseudohongiella	Marine:s__	Marine_OTU_2484	Marine	Marine:p__Proteobacteria
Marine_OTU_2485	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	GC_260	GC_2	TARA_SAMEA4397174_METAG_EHJFDMGO	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Alcanivoracaceae	Marine:g__PGZG01	Marine:s__	Marine_OTU_2485	Marine	Marine:p__Proteobacteria
Marine_OTU_2486	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4397196_METAG_GOGNMPAD	Marine:d__Bacteria	Marine:p__Verrucomicrobiota	Marine:c__Verrucomicrobiae	Marine:o__Verrucomicrobiales	Marine:f__Akkermansiaceae	Marine:g__UBA1315	Marine:s__	Marine_OTU_2486	Marine	Marine:p__Verrucomicrobiota
Marine_OTU_2487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	GC_125	GC_2	TARA_SAMEA4397295_METAG_GHOELJED	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Woeseiales	Marine:f__Woeseiaceae	Marine:g__UBA1847	Marine:s__	Marine_OTU_2487	Marine	Marine:p__Proteobacteria
Marine_OTU_2488	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4397311_METAG_PJAEEJPN	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Flavobacteriaceae	Marine:g__MS024-2A	Marine:s__	Marine_OTU_2488	Marine	Marine:p__Bacteroidota
Marine_OTU_2489	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	GC_51	GC_0	TARA_SAMEA4397363_METAG_FLDGJHNH	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Nitrosococcales	Marine:f__Methylophagaceae	Marine:g__GCA-002733105	Marine:s__	Marine_OTU_2489	Marine	Marine:p__Proteobacteria
Marine_OTU_2490	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4398094_METAG_KOBLDEML	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__UBA10066	Marine:g__	Marine:s__	Marine_OTU_2490	Marine	Marine:p__Bacteroidota
Marine_OTU_2492	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	GC_233	GC_0	TARA_SAMEA4397489_METAG_DDCHKMAM	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__MPNO01	Marine:f__MPNO01	Marine:g__GCA-2689465	Marine:s__	Marine_OTU_2492	Marine	Marine:p__Proteobacteria
Marine_OTU_2493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	GC_288	GC_2	TARA_SAMEA4397815_METAG_FPKCJCLC	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Enterobacterales	Marine:f__Shewanellaceae	Marine:g__Shewanella	Marine:s__Shewanella_frigidimarina	Marine_OTU_2493	Marine	Marine:p__Proteobacteria
Marine_OTU_2494	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.5	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	GC_38	GC_2	TARA_SAMEA4398083_METAG_EIBFECHC	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhodobacterales	Marine:f__Rhodobacteraceae	Marine:g__Paracoccus	Marine:s__Paracoccus_marcusii	Marine_OTU_2494	Marine	Marine:p__Proteobacteria
Marine_OTU_2495	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4398413_METAG_BNEBCEMC	Marine:d__Bacteria	Marine:p__Chloroflexota	Marine:c__Dehalococcoidia	Marine:o__UBA1151	Marine:f__Bin127	Marine:g__UBA1328	Marine:s__	Marine_OTU_2495	Marine	Marine:p__Chloroflexota
Marine_OTU_2496	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4398413_METAG_ELMKJJGE	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Thalassobaculales	Marine:f__Nisaeaceae	Marine:g__UBA7326	Marine:s__	Marine_OTU_2496	Marine	Marine:p__Proteobacteria
Marine_OTU_2499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_35	GC_3	TARA_SAMN05326646_METAG_PSW00071	Marine:d__Bacteria	Marine:p__Myxococcota	Marine:c__UBA9042	Marine:o__PHBI01	Marine:f__	Marine:g__	Marine:s__	Marine_OTU_2499	Marine	Marine:Others
Marine_OTU_2500	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_82	GC_0	TARA_SAMN05326651_METAG_RED00001	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Sphingomonadales	Marine:f__Sphingomonadaceae	Marine:g__Alteriqipengyuania	Marine:s__Alteriqipengyuania_sp002377695	Marine_OTU_2500	Marine	Marine:p__Proteobacteria
Marine_OTU_2501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_19	GC_2	3300005647_15	Marine:d__Bacteria	Marine:p__Bdellovibrionota	Marine:c__UBA2428	Marine:o__UBA2428	Marine:f__	Marine:g__	Marine:s__	Marine_OTU_2501	Marine	Marine:Others
Marine_OTU_2504	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	GC_207	GC_0	3300020177_23	Marine:d__Bacteria	Marine:p__Planctomycetota	Marine:c__Planctomycetes	Marine:o__Pirellulales	Marine:f__UBA1268	Marine:g__	Marine:s__	Marine_OTU_2504	Marine	Marine:p__Planctomycetota
Marine_OTU_2505	1.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	GC_413	GC_0	3300013759_2	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Cytophagales	Marine:f__Cyclobacteriaceae	Marine:g__	Marine:s__	Marine_OTU_2505	Marine	Marine:p__Bacteroidota
Marine_OTU_2507	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622843_METAG_BGMDGEHN	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Flavobacteriaceae	Marine:g__Winogradskyella	Marine:s__Winogradskyella_sp002722255	Marine_OTU_2507	Marine	Marine:p__Bacteroidota
Marine_OTU_2508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	GC_69	GC_0	3300023210_10	Marine:d__Bacteria	Marine:p__Dependentiae	Marine:c__Babeliae	Marine:o__Babeliales	Marine:f__UBA12409	Marine:g__2-12-FULL-36-22	Marine:s__	Marine_OTU_2508	Marine	Marine:Others
Marine_OTU_2509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	GC_245	GC_14	TARA_SAMEA4396489_METAG_BAKOCCBA	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Caulobacterales	Marine:f__Caulobacteraceae	Marine:g__Brevundimonas	Marine:s__	Marine_OTU_2509	Marine	Marine:p__Proteobacteria
Marine_OTU_2510	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_95	GC_6	3300025093_3	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Oleiphilaceae	Marine:g__Marinobacter	Marine:s__	Marine_OTU_2510	Marine	Marine:p__Proteobacteria
Marine_OTU_2511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.0	GC_386	GC_2	3300025241_2	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Nevskiales	Marine:f__Algiphilaceae	Marine:g__	Marine:s__	Marine_OTU_2511	Marine	Marine:p__Proteobacteria
Marine_OTU_2512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	GC_117	GC_2	TARA_SAMEA4397295_METAG_PFFAEIFD	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__UBA4575	Marine:f__UBA4575	Marine:g__UBA1858	Marine:s__	Marine_OTU_2512	Marine	Marine:p__Proteobacteria
Marine_OTU_2513	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	3300026531_14	Marine:d__Bacteria	Marine:p__Acidobacteriota	Marine:c__Thermoanaerobaculia	Marine:o__Thermoanaerobaculales	Marine:f__FEB-10	Marine:g__JAADFK01	Marine:s__	Marine_OTU_2513	Marine	Marine:Others
Marine_OTU_2514	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	6.0	0.0	GC_230	GC_2	3300027607_9	Marine:d__Bacteria	Marine:p__Cyanobacteria	Marine:c__Cyanobacteriia	Marine:o__Cyanobacteriales	Marine:f__Coleofasciculaceae	Marine:g__SIO2C1	Marine:s__	Marine_OTU_2514	Marine	Marine:p__Cyanobacteria
Marine_OTU_2517	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_170	GC_0	3300027801_18	Marine:d__Bacteria	Marine:p__Nitrospinota	Marine:c__Nitrospinia	Marine:o__Nitrospinales	Marine:f__Nitrospinaceae	Marine:g__UBA8687	Marine:s__UBA8687_sp013349585	Marine_OTU_2517	Marine	Marine:Others
Marine_OTU_2518	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	3.0	0.0	GC_148	GC_0	3300027828_13	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__GCF-002020875	Marine:f__GRL18	Marine:g__	Marine:s__	Marine_OTU_2518	Marine	Marine:p__Proteobacteria
Marine_OTU_2520	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	GC_216	GC_0	3300027844_32	Marine:d__Bacteria	Marine:p__Chloroflexota	Marine:c__Dehalococcoidia	Marine:o__SAR202	Marine:f__UBA11138	Marine:g__Casp-Chloro-G4	Marine:s__	Marine_OTU_2520	Marine	Marine:p__Chloroflexota
