GenomeID	Others	RiPPs	NRPS	PKS	Terpene
TARA_SAMEA4397798_METAG_LPJBMLFE	0	0	0	0	1
TARA_SAMEA4397842_METAG_EKIJPONI	1	1	0	0	2
3300020700_2	0	1	0	0	0
3300013137_63	2	2	2	0	1
3300017458_7	2	0	0	0	0
3300012816_7	3	0	0	0	1
TARA_SAMEA2619907_METAG_EENECKNC	1	1	1	2	1
GORG_SAMEA6078808_SAGS_AG457L23	0	0	0	0	1
BATS_SAMN07137104_METAG_ELCLCELN	0	0	0	0	1
3300027848_106	0	1	0	0	0
3300009095_74	0	0	0	0	1
GORG_SAMEA6074158_SAGS_AG916E19	0	0	0	0	1
3300010396_63	1	2	9	1	0
3300014707_4	0	0	1	0	1
3300011601_1	6	1	1	0	1
3300025684_10	4	1	0	0	1
TARA_SAMEA2620081_METAG_DHGADGCG	0	0	0	0	1
MARD_SAMN08886317_SAGS_MMP08886317	0	1	0	0	3
3300025520_10	1	0	0	0	2
TARA_SAMEA4397930_METAG_LANIAEAE	0	0	0	0	2
TARA_SAMEA2621551_METAG_JBGHNFAK	2	0	0	1	0
TARA_SAMEA2622657_METAG_ABPCDJAC	0	0	0	0	1
TARA_SAMEA4397174_METAG_OACKCGLB	1	1	1	1	1
MARD_SAMN09509804_REFG_MMP09509804	4	2	1	0	1
3300027983_16	2	1	1	0	3
TARA_SAMEA4398247_METAG_GLFCHEFO	0	0	0	1	1
3300013136_18	0	0	0	0	1
TARA_SAMEA4397930_METAG_POFKKLGC	0	0	0	0	2
MARD_SAMN08886136_SAGS_MMP08886136	0	1	0	0	3
3300015024_32	0	0	0	0	2
3300027848_79	0	0	0	1	0
GORG_SAMEA6071041_SAGS_AG899C09	0	0	0	0	1
3300013131_9	1	2	1	2	0
3300027897_32	0	2	0	0	1
TARA_SAMEA4396988_METAG_DDKBNAEM	1	0	0	1	2
MARD_SAMN10075489_REFG_MMP10075489	2	1	0	0	0
3300012840_9	2	0	1	0	1
Genome_041	4	2	0	1	1
TARA_SAMEA2620035_METAG_CKKBOBLG	0	1	0	0	2
BGEO_SAMN07136958_METAG_COCJPMGK	1	0	0	0	0
3300020351_8	0	0	0	0	1
3300025293_9	1	1	0	0	0
TARA_SAMEA4396424_METAG_OFLAPIDO	1	0	0	0	1
3300012808_9	3	0	0	0	1
3300025890_59	0	0	0	0	2
3300003364_3	5	4	0	2	1
3300011497_1	5	0	0	0	1
TARA_SAMEA4396424_METAG_KOECLKOP	1	0	1	0	1
TARA_SAMEA2623327_METAG_IJMHDOJN	2	0	0	1	1
BGEO_SAMN07136824_METAG_JIEMKLBB	1	0	1	2	0
TARA_SAMEA4398360_METAG_CBLJDGJE	0	0	0	1	2
3300024233_2	0	0	0	0	1
TARA_SAMEA2620039_METAG_JCLMFLPE	0	1	0	0	1
TARA_SAMEA2622452_METAG_ACGDMEMK	0	0	0	0	2
GORG_SAMEA6070600_SAGS_AG896K17	0	0	0	0	1
3300024903_4	1	0	0	0	1
TARA_SAMEA2621300_METAG_AIFENDKD	2	0	0	0	1
TARA_SAMEA4397255_METAG_JOOJCNHI	0	1	0	0	0
3300011695_2	1	0	0	0	0
3300027640_25	1	0	0	0	0
3300024236_3	4	1	1	1	0
3300005858_7	1	0	0	0	1
3300025466_8	0	0	0	0	1
TARA_SAMEA2621272_METAG_AKENJOIK	1	0	1	0	1
TARA_SAMEA2622685_METAG_IGJPOKGJ	2	0	0	0	0
TARA_SAMEA4397798_METAG_JIGNHPKO	0	0	0	0	2
MARD_SAMN05418149_REFG_MMP05418149	4	2	1	0	0
TARA_SAMN05326643_METAG_ASW00001	1	0	0	1	0
3300011210_2	4	1	2	1	1
TARA_SAMEA2621216_METAG_KLDLFAHB	0	0	0	0	2
GORG_SAMEA6068299_SAGS_AH321K14	0	0	0	0	1
BGEO_SAMN07136957_METAG_PMNDEAPM	0	0	0	0	2
3300017929_13	1	0	0	1	0
3300011528_1	6	0	2	1	1
3300025890_26	0	0	0	0	1
MALA_SAMN05422122_METAG_JKIMJOKL	2	0	1	2	0
TARA_SAMEA2622048_METAG_PHCPDPAP	0	0	0	0	2
3300011641_7	0	1	0	1	1
3300018910_6	0	0	1	1	1
3300027283_13	2	2	1	1	2
3300013131_38	0	0	2	0	1
TARA_SAMEA4397426_METAG_HDCIOHLD	0	0	0	0	2
3300028177_12	1	1	0	0	0
3300013635_2	5	2	3	0	0
TARA_SAMN05326647_METAG_ION00038	0	0	0	1	2
3300026518_12	2	0	1	0	0
MARD_SAMN05418035_REFG_MMP05418035	4	2	1	0	0
TARA_SAMEA2621551_METAG_PECKMDBI	0	0	0	0	1
3300010160_9	0	0	2	0	3
TARA_SAMEA4398094_METAG_MKJMMPAL	0	0	0	0	2
3300025525_16	0	1	0	0	1
TARA_SAMEA2622765_METAG_OOCANDGF	0	0	0	0	1
TARA_SAMEA2622336_METAG_BENCDGPF	1	0	0	1	1
3300009702_60	0	0	0	0	1
HOTS_SAMN07137059_METAG_EICKKFBA	1	0	0	0	1
3300004097_14	0	1	1	2	4
3300027315_6	0	0	0	0	1
MARD_SAMN04488526_REFG_MMP04488526	2	0	0	1	1
3300013362_1	1	0	0	0	1
MARD_SAMEA3925393_REFG_MMP3925393	4	2	0	0	0
3300011701_4	0	0	2	0	1
TARA_SAMEA2623774_METAG_NMEMENEN	0	0	0	0	2
GORG_SAMEA6072112_SAGS_AG905G23	0	0	0	0	1
TARA_SAMEA4397649_METAG_DHMMGHOK	0	0	0	0	1
3300017649_15	1	0	0	0	0
GORG_SAMEA6070230_SAGS_AG894N05	0	0	0	0	3
3300011209_4	2	4	2	1	1
3300025516_11	1	0	0	0	0
3300012921_12	3	1	2	0	0
3300027835_151	0	0	1	0	0
3300012822_3	1	1	1	0	1
TARA_SAMEA2622695_METAG_HOHHNHFJ	0	0	0	0	1
GORG_SAMEA6073732_SAGS_AG914F07	0	1	0	0	2
GORG_SAMEA6079687_SAGS_AG426M05	0	0	0	0	1
TARA_SAMEA2622823_METAG_CFMOJEHO	1	0	0	0	1
TARA_SAMEA2622823_METAG_INOAMIGG	5	3	7	2	0
TARA_SAMEA2622316_METAG_PCEAOEII	0	0	1	2	3
GORG_SAMEA6077564_SAGS_AG333D08	0	0	0	0	1
MARD_SAMD00019129_REFG_MMP00019129	3	2	1	0	0
TARA_SAMEA2622695_METAG_GPHOFKNN	0	0	0	0	1
3300024329_5	4	1	1	1	0
3300027284_27	1	1	0	0	0
TARA_SAMEA4397930_METAG_KPNEPIAD	2	0	0	1	3
3300011769_4	5	0	1	0	1
TARA_SAMEA2619840_METAG_JFOBIBDO	0	0	0	0	1
TARA_SAMEA2591122_METAG_ABCJNOCC	1	0	0	0	1
MARD_SAMN08886632_SAGS_MMP08886632	0	1	0	0	2
3300011889_2	1	1	1	0	1
3300025644_11	0	0	0	0	1
3300025424_5	1	0	0	0	1
3300005722_2	1	0	0	1	1
3300025268_3	2	2	1	0	0
3300011157_1	1	1	1	0	1
TARA_SAMEA2619531_METAG_GJAMMKPP	0	0	0	0	1
3300020057_22	0	0	1	0	2
3300027828_56	1	1	1	0	0
3300026268_9	1	0	0	0	0
MARD_SAMN06699246_REFG_MMP06699246	0	0	0	1	2
GORG_SAMEA6077133_SAGS_AG319M14	0	0	0	0	1
TARA_SAMEA2620668_METAG_AACKOALD	0	0	0	1	3
TARA_SAMEA4396988_METAG_IJHFGOAC	0	2	0	3	0
3300025027_2	1	3	0	1	2
TARA_SAMEA2619818_METAG_OAKMADNK	2	0	0	0	0
GORG_SAMEA6068829_SAGS_AG365N20	0	0	0	0	1
3300020373_3	0	0	0	0	2
Genome_202	1	0	0	0	0
GORG_SAMEA6075144_SAGS_AG349C11	0	0	0	0	1
3300021414_6	0	0	0	0	1
TARA_SAMEA4398387_METAG_FIKBKBJM	1	2	0	1	4
3300011151_1	6	0	0	0	1
3300027968_51	0	2	1	1	1
GORG_SAMEA6071363_SAGS_AG900K11	0	0	0	0	1
TARA_SAMEA2622765_METAG_NLDKDDJD	0	0	0	0	1
TARA_SAMEA2623756_METAG_OCGFNJOE	0	0	0	0	2
TARA_SAMEA2623135_METAG_JMHBOOIH	0	0	0	0	1
3300007722_74	0	0	0	0	1
GORG_SAMEA6074479_SAGS_AG917N20	0	0	0	0	1
3300027607_50	0	0	0	0	2
GORG_SAMEA6070249_SAGS_AG894O14	0	0	0	0	1
GORG_SAMEA6076414_SAGS_AG447A06	1	0	0	1	1
3300029821_8	2	0	1	2	0
TARA_SAMEA4398360_METAG_DCAAOJBE	1	0	1	2	2
3300014168_10	0	2	0	0	1
3300012609_5	1	1	1	0	0
3300020190_74	0	0	0	0	1
3300014638_10	4	0	0	0	0
TARA_SAMEA2622765_METAG_CGEGLBBL	1	1	2	3	2
GORG_SAMEA6076661_SAGS_AG447O08	0	0	0	0	1
3300012822_4	3	0	0	0	0
TARA_SAMEA4397390_METAG_GEOJAJDH	0	1	0	0	0
TARA_SAMEA2621839_METAG_FBGENCCF	0	0	0	0	2
TARA_SAMEA2591122_METAG_DAOOLAJL	0	0	0	0	2
3300011701_2	2	2	1	0	1
GORG_SAMEA6076443_SAGS_AG447B21	0	0	0	0	1
3300029817_10	5	0	0	0	1
3300014623_1	3	2	7	0	0
3300025358_1	0	0	1	0	0
GORG_SAMEA6080066_SAGS_AG435F03	1	0	0	0	0
TARA_SAMEA4397489_METAG_CDPIIOII	2	0	0	0	1
3300011503_2	1	0	0	0	1
3300013992_3	0	0	2	2	2
TARA_SAMEA2619782_METAG_CHLDNCEO	0	0	0	0	4
BATS_SAMN07137116_METAG_BNMCMBDJ	1	0	0	0	0
TARA_SAMEA2619531_METAG_LLOIFEGM	0	0	0	1	2
TARA_SAMEA2619766_METAG_NCAMPJEC	0	0	0	1	2
TARA_SAMEA2619531_METAG_JHIFAJEJ	0	0	0	0	2
3300014720_17	1	0	0	1	1
3300025237_1	3	1	0	0	0
TARA_SAMEA2621101_METAG_PFIFDIHB	4	1	1	0	1
MARD_SAMN04965931_REFG_MMP04965931	2	1	0	0	0
3300027487_6	0	0	0	0	3
TARA_SAMEA2622765_METAG_CJGICPDO	0	0	0	0	2
3300028586_15	5	0	0	1	1
3300025396_3	0	0	1	0	0
3300011881_4	1	0	0	0	2
3300027828_37	0	0	0	1	0
3300020220_62	0	0	1	0	2
3300019124_9	0	0	0	1	0
TARA_SAMEA4396941_METAG_GCBJDNGC	0	0	0	1	1
TARA_SAMEA2622837_METAG_CHPKPDNC	0	0	0	0	2
3300017788_71	0	0	0	0	2
3300011388_1	0	1	1	0	1
3300027055_2	0	0	0	0	1
BGEO_SAMN07136799_METAG_FBMHOKEM	2	0	0	2	0
3300011876_3	3	4	1	1	3
MARD_SAMN08886343_SAGS_MMP08886343	0	0	0	0	3
TARA_SAMEA2622173_METAG_COEJMPHN	0	0	0	0	1
3300024261_28	0	0	0	0	2
MARD_SAMN08886295_SAGS_MMP08886295	0	1	0	0	2
TARA_SAMN05326650_METAG_MED00005	0	0	0	0	1
3300020278_7	0	0	0	0	1
3300012842_12	4	0	0	0	1
TARA_SAMN05326645_METAG_PSE00018	0	1	0	1	2
3300011570_1	1	4	2	1	0
TARA_SAMEA2622685_METAG_NEJJHIOK	2	0	0	0	2
MARD_SAMN08886387_SAGS_MMP08886387	0	0	0	0	3
TARA_SAMEA4397157_METAG_PIHBEONH	0	0	0	0	1
TARA_SAMEA4397355_METAG_NMOPFAIF	0	0	0	1	2
Genome_104	3	0	0	0	0
TARA_SAMEA2619766_METAG_BDGDDGBG	1	0	0	0	1
MARD_SAMN08886333_SAGS_MMP08886333	0	4	0	0	2
3300024914_1	3	3	4	2	2
TARA_SAMEA2621277_METAG_JANMBIJC	0	0	0	0	1
TARA_SAMEA2622801_METAG_MMJIJLMI	0	0	0	0	1
TARA_SAMEA4397118_METAG_DICAGIIG	1	0	1	1	1
GORG_SAMEA6072892_SAGS_AG910E04	0	0	0	0	1
TARA_SAMEA2621839_METAG_ANAFGPCM	2	1	0	0	0
GORG_SAMEA6074338_SAGS_AG917C08	0	0	0	0	1
TARA_SAMEA2623116_METAG_GBAGDOMD	1	0	0	0	1
3300014886_16	1	0	0	0	0
TARA_SAMEA2622696_METAG_FIJBGNGP	1	0	0	0	1
TARA_SAMEA4397649_METAG_MDOEADJI	0	0	0	0	2
3300027976_84	0	1	0	0	1
3300012822_5	1	0	1	0	0
3300027819_68	0	1	0	0	0
TARA_SAMEA2622716_METAG_HMNFMLLI	0	0	0	0	2
3300020219_20	0	0	0	0	1
3300011498_3	2	1	1	0	0
GORG_SAMEA6070636_SAGS_AG896N10	0	0	0	0	1
GORG_SAMEA6079832_SAGS_AG430F02	0	0	0	0	1
GORG_SAMEA6068301_SAGS_AH321K16	0	0	0	0	1
3300011513_4	2	0	0	1	1
TARA_SAMEA4397472_METAG_CDHDNHMC	0	0	0	0	2
3300012808_7	3	1	0	0	1
3300011812_5	1	0	0	0	0
3300011386_2	2	0	0	0	1
TARA_SAMEA4396489_METAG_GEGHDJAN	2	1	0	0	1
MARD_SAMN08886308_SAGS_MMP08886308	0	1	0	0	2
3300024922_4	1	1	0	0	0
TARA_SAMEA2622737_METAG_NMILOMPH	0	0	0	0	1
TARA_SAMEA2621099_METAG_AEMDFCCK	0	0	0	0	1
3300027976_37	2	1	4	0	2
3300027980_31	2	0	0	0	0
3300013713_2	4	0	0	0	1
MALA_SAMN05422148_METAG_BICMPFEL	1	0	0	0	2
3300024946_1	0	1	0	1	0
3300011787_4	2	0	0	0	1
3300024922_7	1	1	0	0	1
3300018018_15	4	0	0	0	0
3300011615_2	3	1	0	0	0
TARA_SAMEA4397023_METAG_GLMDEDKP	2	1	0	0	1
3300013482_3	1	2	1	0	0
TARA_SAMEA2620339_METAG_NFMOIECC	0	0	0	1	2
GORG_SAMEA6076499_SAGS_AG447E20	0	0	0	0	1
3300027976_62	2	1	0	0	2
3300027839_45	2	0	0	0	2
3300011167_1	7	0	1	0	0
3300027828_34	0	0	0	0	1
TARA_SAMEA2622097_METAG_CJDFGJHP	1	1	0	0	0
TARA_SAMEA2591057_METAG_MGBAEOCH	0	0	0	0	2
3300007519_54	2	1	0	0	0
TARA_SAMEA2619667_METAG_DEIPFFJN	0	0	0	1	1
TARA_SAMEA2621509_METAG_MPBCKPHO	0	0	0	0	1
GORG_SAMEA6069589_SAGS_AG891M18	0	0	0	0	1
3300011657_4	0	0	0	1	0
TARA_SAMEA2621779_METAG_HAHOFLDK	0	0	0	0	1
MARD_SAMN04488008_REFG_MMP04488008	0	0	1	2	2
TARA_SAMEA4397295_METAG_NOICPOFE	2	1	1	2	3
TARA_SAMEA2622499_METAG_DFLDHHFL	1	0	0	0	0
TARA_SAMEA2622796_METAG_GEACENHI	0	0	0	0	1
3300013641_1	2	1	1	0	0
3300025045_4	1	1	0	0	0
TARA_SAMEA2622376_METAG_HEDHIPCE	1	4	0	0	0
3300006879_38	0	1	0	1	0
3300011786_1	1	1	1	0	1
MARD_SAMN07327777_REFG_MMP07327777	3	1	0	0	0
TARA_SAMEA4396941_METAG_JJMGJJLC	0	0	0	0	1
GORG_SAMEA6072609_SAGS_AG908O10	0	0	0	0	1
TARA_SAMEA4397903_METAG_ICEMOHEL	0	0	0	1	1
3300015196_3	0	0	1	1	2
3300007772_5	5	0	0	1	0
TARA_SAMEA2620014_METAG_HDEGHCPL	3	1	0	0	0
TARA_SAMEA4397649_METAG_PDICHJON	1	0	0	0	2
3300014208_46	0	1	2	0	0
3300027968_44	1	1	0	0	1
TARA_SAMEA2620035_METAG_LEKHLCMO	0	0	1	0	1
GORG_SAMEA6077891_SAGS_AG337F15	0	0	0	0	1
3300013132_90	0	0	0	0	2
TARA_SAMEA4397569_METAG_KIKNJMDN	0	0	0	0	1
3300027677_15	1	0	0	0	0
TARA_SAMN05326651_METAG_RED00037	0	0	0	0	1
3300024952_1	2	3	0	3	0
TARA_SAMEA4398027_METAG_CIIAMDFN	1	1	1	1	2
3300021504_5	0	0	0	0	1
GORG_SAMEA6067726_SAGS_AH287C20	0	1	0	0	2
3300003089_1	1	0	3	1	1
3300025563_2	6	1	0	2	0
3300010160_50	0	0	0	0	1
3300020448_3	1	1	0	1	1
3300020332_2	0	1	0	0	1
3300027638_8	4	2	3	0	4
TARA_SAMEA2619907_METAG_IJMAJEHL	0	0	0	0	1
TARA_SAMEA4397666_METAG_MHPADDOO	4	3	1	0	3
3300027618_3	1	2	1	0	0
TARA_SAMEA2619678_METAG_EHMDLEPA	0	0	0	0	1
MARD_SAMEA3355991_REFG_MMP3355991	5	0	0	0	0
MARD_SAMN04488011_REFG_MMP04488011	1	0	0	0	1
3300011636_3	4	0	1	0	1
GORG_SAMEA6074513_SAGS_AG918A03	0	0	0	0	1
GORG_SAMEA6074459_SAGS_AG917M15	0	0	0	0	1
3300001683_29	0	1	0	0	0
3300012950_21	0	0	0	0	1
GORG_SAMEA6074741_SAGS_AG919F03	0	0	0	0	1
3300025608_6	0	0	0	0	2
MARD_SAMN08238106_REFG_MMP08238106	3	2	1	0	0
TARA_SAMEA2622725_METAG_ALFDIHAE	2	2	0	0	2
3300011483_1	1	0	1	1	1
Genome_108	3	0	0	0	0
3300021485_7	0	2	0	0	0
3300027851_50	1	0	3	0	1
3300013132_89	0	0	0	0	1
3300013714_2	2	0	0	0	1
3300025869_36	1	0	0	0	0
3300020156_11	0	1	0	0	0
3300019487_34	1	2	0	0	0
MARD_SAMN05216571_REFG_MMP05216571	2	0	0	0	0
TARA_SAMEA2621502_METAG_KHOCAFDK	4	1	0	0	0
3300029893_5	0	1	0	1	1
TARA_SAMEA2622678_METAG_EDMLIGDO	1	0	0	0	1
3300013136_20	2	0	1	1	0
TARA_SAMEA4397569_METAG_FLCEJGBL	0	0	0	0	2
MARD_SAMN09425405_REFG_MMP09425405	5	0	0	0	0
3300012940_25	0	1	0	0	0
GORG_SAMEA6072573_SAGS_AG908L09	0	0	0	0	1
3300013017_2	2	1	0	1	0
3300027962_15	1	0	0	0	0
GORG_SAMEA6071900_SAGS_AG904F17	0	0	0	0	1
TARA_SAMEA2619952_METAG_LABCLOCM	0	0	0	0	1
TARA_SAMEA4398094_METAG_IGLJNCKG	0	0	0	0	1
3300012196_6	1	4	0	1	0
TARA_SAMEA4397445_METAG_OIMCPFFA	0	0	0	0	1
MARD_SAMN05172613_REFG_MMP05172613	5	1	1	0	0
3300014765_1	1	3	5	0	0
TARA_SAMEA4398009_METAG_DAPGBHMJ	0	1	0	1	1
3300022863_1	1	0	1	0	0
3300009083_69	1	1	0	2	2
TARA_SAMEA4397426_METAG_AIPELCJN	0	0	0	0	2
GORG_SAMEA6067785_SAGS_AH287G13	0	0	0	0	1
TARA_SAMEA2622657_METAG_OILKBGPP	0	0	0	0	1
3300020083_58	1	0	0	0	0
3300029821_7	3	0	1	0	1
3300012183_9	0	0	1	1	2
TARA_SAMEA4397330_METAG_JPCJHKEM	0	0	0	0	1
3300027823_69	1	0	0	0	1
TARA_SAMEA4397445_METAG_BFHHOMDB	2	0	0	0	0
3300011387_2	0	0	0	0	1
TARA_SAMEA2622837_METAG_EFCGNKDL	0	0	0	0	1
TARA_SAMEA4397798_METAG_CDPKOAKO	1	1	0	1	1
3300025894_29	1	1	0	0	0
3300012530_9	1	1	0	0	1
TARA_SAMEA4397295_METAG_LIPLIBEG	0	0	0	0	1
3300025260_11	2	1	0	0	0
TARA_SAMEA2622048_METAG_IIFOMHMK	0	0	0	0	1
3300026119_15	0	0	0	0	1
GORG_SAMEA6073866_SAGS_AG914P09	0	0	0	0	1
BGEO_SAMN07136523_METAG_OCPOPADH	1	0	0	0	1
TARA_SAMEA4398094_METAG_HLODEJFC	0	0	0	0	2
3300011166_2	1	1	0	1	1
3300015049_1	3	1	0	0	1
TARA_SAMEA2623116_METAG_GJPACEJC	0	1	1	3	2
GORG_SAMEA6077717_SAGS_AG333M06	0	0	0	0	1
TARA_SAMEA4397798_METAG_GAHEHHCN	0	0	0	0	1
3300021089_17	1	1	0	1	1
TARA_SAMEA4397174_METAG_LHENHEGI	2	1	0	0	0
GORG_SAMEA6079088_SAGS_AG461P02	0	1	0	0	2
TARA_SAMEA2623403_METAG_IPPBAPAP	3	1	0	0	1
3300025809_34	0	0	0	1	1
MARD_SAMN05216258_REFG_MMP05216258	2	2	1	2	2
3300011811_1	6	0	0	0	1
3300012943_12	1	1	1	0	2
3300027902_34	0	2	1	1	0
GORG_SAMEA6075788_SAGS_AG390L20	0	0	0	0	1
TARA_SAMEA2620198_METAG_KLFKEFEP	0	1	0	0	0
3300013126_50	0	0	0	0	2
3300018025_19	0	1	1	0	1
TARA_SAMEA2623314_METAG_CABJDPJE	1	1	1	2	0
TARA_SAMEA2619970_METAG_OKEINIMP	0	0	0	1	0
3300025685_22	0	0	0	0	1
3300017649_6	0	2	1	1	3
3300027415_1	1	0	2	1	2
3300015202_19	0	0	0	0	2
TARA_SAMEA4396515_METAG_CBMPIHOF	0	0	0	1	1
GORG_SAMEA6071538_SAGS_AG901I06	0	0	0	0	1
TARA_SAMEA2621551_METAG_IGHLEOJG	0	0	0	0	3
3300027597_9	0	1	0	0	0
TARA_SAMEA4397239_METAG_GJMAACPK	0	0	0	0	1
TARA_SAMEA4397586_METAG_MJKFHMCN	0	0	0	1	1
3300025249_4	1	1	0	0	0
3300020443_3	2	2	0	1	0
3300027282_5	1	0	0	1	0
GORG_SAMEA6079413_SAGS_AG470J09	1	0	0	0	1
TARA_SAMEA4397472_METAG_BNLFDNKL	4	0	0	0	2
3300010157_25	0	0	0	0	1
3300024922_1	3	2	3	0	0
MALA_SAMN05422149_METAG_HCNNMKLE	1	0	0	0	2
TARA_SAMEA2622710_METAG_PPICDKPB	0	0	0	0	2
3300010341_20	0	0	2	0	1
TARA_SAMEA2619952_METAG_IOHHBCCM	0	0	0	1	2
TARA_SAMEA4397472_METAG_NBBGKMJH	0	0	0	0	1
3300013487_1	1	3	1	1	1
MARD_SAMN05418021_REFG_MMP05418021	4	1	0	0	0
GORG_SAMEA6069657_SAGS_AG892B11	0	0	0	0	1
BGEO_SAMN07136583_METAG_KDMAPKLI	0	0	0	0	1
TARA_SAMEA2619970_METAG_HLOJIBLI	0	1	3	2	1
3300020192_19	0	2	2	1	1
MARD_SAMN04487907_REFG_MMP04487907	1	0	0	0	1
MARD_SAMN08886498_SAGS_MMP08886498	0	0	0	0	2
3300027706_20	0	2	2	1	1
MARD_SAMN04515623_REFG_MMP04515623	2	1	2	1	2
TARA_SAMEA4397842_METAG_HCDNFEAF	0	0	0	0	2
TARA_SAMEA2619815_METAG_NGMPKDPC	1	0	0	0	0
GORG_SAMEA6070187_SAGS_AG894K10	0	0	0	0	1
TARA_SAMEA2621003_METAG_NGHODKEB	1	0	0	0	0
TARA_SAMEA2622710_METAG_LAHKMFBH	1	0	0	0	0
MARD_SAMN08886365_SAGS_MMP08886365	0	0	0	0	2
MARD_SAMN10393855_REFG_MMP10393855	3	1	0	0	0
3300007519_38	1	0	0	0	1
TARA_SAMEA2619815_METAG_MMLGKPHN	4	1	0	0	1
TARA_SAMEA2622149_METAG_HPHAFJIP	0	4	0	0	3
3300011482_2	5	0	1	0	1
TARA_SAMEA4397196_METAG_DMMDDMDG	0	1	0	0	1
3300025267_8	1	1	0	0	0
TARA_SAMEA4398413_METAG_MEBPLGJO	0	1	0	0	2
3300025484_7	1	0	1	2	1
3300012014_13	1	0	0	0	3
3300020147_5	4	1	4	2	2
3300011744_2	2	1	0	0	0
3300027800_46	0	0	1	0	0
TARA_SAMEA2620882_METAG_IKJBMPLL	1	0	0	0	0
3300011573_4	1	1	0	0	0
3300025654_18	0	1	0	0	0
TARA_SAMEA4397101_METAG_HNJMAKPE	0	0	0	0	1
3300011809_1	2	1	0	1	1
3300027773_29	0	0	0	0	1
3300011696_4	4	1	0	0	1
3300013006_19	4	1	1	1	0
3300020221_43	0	3	0	0	3
3300011636_5	1	0	0	0	0
3300020344_6	1	1	0	0	0
Genome_206	5	2	2	5	0
3300027800_80	1	0	0	1	0
TARA_SAMEA2622822_METAG_FCFMOPLD	0	0	0	0	1
3300027752_14	0	0	0	0	1
GORG_SAMEA6078014_SAGS_AG337N02	0	0	0	0	1
GORG_SAMEA6071432_SAGS_AG900P18	0	0	0	0	1
GORG_SAMEA6079077_SAGS_AG461O10	0	0	0	0	1
3300027823_22	2	0	0	2	1
TARA_SAMEA2622765_METAG_FJODJKHI	0	0	0	0	2
TARA_SAMEA4396515_METAG_JGLKMNCE	1	1	0	0	1
TARA_SAMEA2622822_METAG_CHEHECGC	0	0	0	0	1
3300021410_7	1	0	1	2	0
3300011519_2	1	1	1	0	1
3300013638_1	5	0	1	0	0
3300027878_64	0	0	0	0	1
MARD_SAMN08886375_SAGS_MMP08886375	0	2	0	0	3
TARA_SAMEA2620097_METAG_NCIIEPOG	1	3	1	0	0
3300011639_2	0	1	0	0	0
TARA_SAMEA4397278_METAG_BKMAMHKP	0	0	0	0	1
3300020200_50	0	0	0	0	2
3300014728_3	2	3	0	1	1
GORG_SAMEA6079638_SAGS_AG426J10	0	0	0	0	1
TARA_SAMEA4397390_METAG_EJBOOLAH	0	0	0	0	1
3300024433_42	1	1	0	1	0
GORG_SAMEA6070473_SAGS_AG896A03	0	1	0	0	2
GORG_SAMEA6073940_SAGS_AG915E10	0	0	0	0	1
3300011921_5	0	0	0	0	2
3300025515_1	1	0	0	0	0
TARA_SAMEA4397311_METAG_NJFCIEDB	0	0	0	0	1
TARA_SAMEA4398067_METAG_MBHHKPBM	1	0	0	1	3
3300013123_62	0	0	0	1	0
MARD_SAMN08634427_REFG_MMP08634427	4	2	0	0	0
3300011764_4	0	1	0	0	0
TARA_SAMEA4397101_METAG_EFILLLOL	1	0	0	0	1
3300011957_3	1	0	0	1	1
3300027302_10	0	0	1	0	1
MARD_SAMEA2591295_REFG_MMP2591295	5	1	0	0	0
3300025510_2	1	1	0	0	1
TARA_SAMEA4398370_METAG_KKLLIOCH	0	0	1	0	1
3300017473_18	0	0	0	1	0
GORG_SAMEA6074802_SAGS_AG919K14	0	0	0	0	1
3300027276_15	2	0	0	0	0
3300000418_16	0	0	0	1	0
3300011118_15	2	0	1	0	0
3300017418_3	1	1	3	2	2
GORG_SAMEA6069904_SAGS_AG893E15	0	0	0	0	1
MARD_SAMN02671337_SAGS_MMP02671337	0	1	0	0	3
3300020578_41	0	1	1	0	2
3300025496_7	0	2	1	1	1
3300011485_3	0	0	2	0	0
3300025418_3	0	0	1	0	0
3300027968_62	0	0	0	0	2
3300025679_16	0	0	1	2	2
GORG_SAMEA6080236_SAGS_AG439C21	0	0	0	0	1
3300013126_46	0	1	1	0	1
TARA_SAMEA2621423_METAG_FCGBCPDP	0	0	0	0	1
MARD_SAMD00019870_REFG_MMP00019870	0	0	0	0	1
3300026932_3	0	0	0	0	1
3300012799_3	1	0	0	1	3
TARA_SAMEA4397903_METAG_EACLFILA	1	0	0	1	1
3300024262_20	0	0	0	0	1
3300027858_21	2	0	0	0	1
3300012921_5	4	3	2	1	3
TARA_SAMEA4398387_METAG_IEPIPDMG	1	3	0	0	2
TARA_SAMEA2620021_METAG_GDCBAMGG	0	0	0	0	1
TARA_SAMEA2620256_METAG_FCHHFBPO	3	1	2	1	1
TARA_SAMEA2619907_METAG_OHOOKNOA	1	0	0	0	1
GORG_SAMEA6070327_SAGS_AG895E15	0	0	0	0	1
TARA_SAMEA2620565_METAG_CLFIELCF	2	0	0	0	0
MALA_SAMN05422122_METAG_OPLKKAGL	0	0	0	1	1
TARA_SAMN05326646_METAG_PSW00012	0	0	0	0	2
MALA_SAMN05421660_METAG_NBPLHFIP	1	0	1	0	2
GORG_SAMEA6070058_SAGS_AG894A06	0	0	0	0	2
TARA_SAMEA2622568_METAG_HKHLKGIK	2	0	0	1	1
